week,linear_tv_spend,meta_social_spend,youtube_spend,ctv_spend,search_brand_spend,amazon_retail_spend,revenue,baseline_true,category_demand,holiday_count,linear_tv_contribution_true,meta_social_contribution_true,youtube_contribution_true,ctv_contribution_true,search_brand_contribution_true,amazon_retail_contribution_true
2021-03-29,117242.55466340328,88465.16435522889,0.0,47917.92821907553,21240.416576167612,0.0,2159350.144554545,2056588.6462411468,1.0467835251996211,0,320169.45222483895,202376.54630390028,57004.20995049315,107105.64529143288,0.0,2067.632890839551
2021-04-05,0.0,80317.50937016273,57846.56388415021,25765.001277688032,16564.95279856032,28010.022979103625,3006732.2391463704,2002064.5608341657,1.1565724300652427,0,404022.1013574684,265666.1130675647,181536.52042608906,107182.09839643822,0.0,108927.94769574347
2021-04-12,365444.25933121954,269376.00205077435,66768.84514168794,44237.99414202002,12723.50442326845,0.0,2533736.195868861,1823488.9009391374,0.11728307155954662,0,358734.94097739126,274194.49045838416,176517.5957735299,104055.53162817447,0.0,24792.01496508332
2021-04-19,194634.72954211797,32684.805313952493,0.0,51289.59506915697,15876.252466546395,21091.064572868,2636636.938697854,1801339.6511005205,0.3800100492763118,0,379069.74098815053,247218.54426736748,115738.40919212128,131758.24238028107,0.0,81915.3398044475
2021-04-26,68032.94382176954,94645.1304901492,34215.86993558439,0.0,23095.570912804735,19359.344755799997,2819154.131940917,1739903.6060951399,0.21108935318142774,0,410536.3168106011,268703.3052692919,147687.42267889687,59567.127920579995,0.0,95473.55679010355
2021-05-03,136569.18944043966,39063.48590166565,121908.69734612554,59062.5860629811,15559.055398995231,29296.295812049688,4075560.327947864,1728123.3413319525,0.4515079674942945,0,569118.6078628383,304456.8669158664,319910.5942263192,172162.1603818245,0.0,162598.71531483746
2021-05-10,94260.77778845638,35093.745630657955,34625.06387310685,0.0,15505.75519334204,38818.64317032296,2375876.0933949193,1657743.5615249723,0.064321902684752,0,344523.16150902375,151600.34575363027,173428.44481954217,42524.50354442325,0.0,112757.49516190687
2021-05-17,0.0,43955.664002367696,0.0,40562.434809068654,14915.817530372622,18286.035984855665,2522035.1966254166,1644738.2555606663,0.20488473809362306,0,366022.6648272452,162941.5824211449,119494.24094954532,76525.39724918365,0.0,99178.22531781194
2021-05-24,135570.04606463504,173690.5374699021,19151.898417543794,0.0,16377.718086125971,15427.580431929884,1611135.0344428234,1617614.7351267822,0.18414270653448303,0,234142.61541309,168475.06128008504,67299.2485385633,18807.516054025364,0.0,52344.79066617453
2021-05-31,0.0,27682.91637678667,25298.241290862312,0.0,29788.568286346373,0.0,2025546.9032083785,1547937.4566919904,-0.28720262974350363,1,299720.76777650317,176228.17175540526,96558.97494743689,9335.713914112639,0.0,17243.028507426767
2021-06-07,0.0,43339.90964671111,39783.47976169642,0.0,34777.90829242985,24995.923615199572,2176009.191947444,1506014.8854087635,-0.4535017628750735,0,295518.562785517,161866.68711932306,128650.87657542869,3603.3434516586753,0.0,80999.38440876812
2021-06-14,0.0,40856.6184500074,20503.95336023142,0.0,34571.883135111,0.0,1831496.2124231725,1333964.2547406543,-2.132827096642522,2,236665.90550244864,130754.8057732805,97884.36541884138,1170.3097529612983,0.0,19282.914146395193
2021-06-21,75090.10543353105,0.0,0.0,55219.663171604545,38930.82848864545,55587.26234970538,1913782.738657097,1287814.1413240768,-2.305203957858086,0,268625.14234191214,51804.66306014502,46112.06635944824,50480.09567737738,0.0,107600.06151060807
2021-06-28,0.0,38914.92884855728,12584.853690608268,0.0,30885.542531802308,17738.833216728,1524707.2495224378,1154817.5630798652,-2.2281518344890854,1,194060.78607332113,77159.6652341455,39406.13258777307,15776.618715729663,0.0,68258.85220201434
2021-07-05,125445.45482136312,0.0,28602.944957787524,52251.15369014747,33741.77585710193,32959.09759696124,2120260.4744547103,1388372.8251452437,1.4492161498047964,1,309026.84160480124,33063.275051418874,93020.78291486794,71877.01644778674,0.0,103098.49397257053
2021-07-12,0.0,37236.517478818976,0.0,25266.553777136123,19013.905962913155,43839.16443544201,1492228.017330026,1355398.228923849,0.37861636910499735,0,201539.36846535467,64754.73414323544,27947.146844260966,44326.44481417573,0.0,81524.84977559568
2021-07-19,65336.13494188874,0.0,42796.33742327466,69640.83349953526,19548.15995787193,17353.09198111426,1724313.052624008,1251586.1081579376,-0.11515675433639322,0,235310.991378961,22274.57302073311,92228.59702330979,101580.89862295034,0.0,71084.03496369967
2021-07-26,161022.23294728194,50525.10703881523,28958.08145031197,27263.785691417197,28451.872823104866,29070.74517332577,1639233.0101744717,1130306.3610303805,-0.8706044426907676,0,234606.11308662512,84449.934814329,85356.50512541097,69104.94916772851,0.0,71062.72899995664
2021-08-02,64207.842712967904,53607.72159253839,40439.07949167499,37309.43883695044,27746.688257918784,0.0,1472178.2366086405,966646.5253778951,-2.4409373915878874,0,210872.46856946536,97479.11578209315,88837.71345107842,61728.07353345494,0.0,20833.605092553757
2021-08-09,53976.90115644574,90186.6107689593,0.0,37359.87244873506,16313.009727517885,0.0,1437912.8294523626,919462.5538628038,-2.173690443727937,0,207703.50995370728,129041.73086741682,45879.68015261222,61154.64741490117,0.0,3640.026542537848
2021-08-16,0.0,35841.08407308077,0.0,0.0,17828.257285811218,0.0,1263615.5840886666,911074.6231669411,-1.2042755769807805,0,183967.75700441384,98851.28624271018,16759.83552933894,23305.207253328434,0.0,512.2552135567194
2021-08-23,0.0,36835.65098266169,48579.601082421555,28347.078118357353,15924.056125615665,0.0,1429749.1806782994,919752.4542663933,0.035308306948443245,0,181342.99177845282,95253.45475092925,83734.10119394652,32791.73311464543,0.0,81.46906751010447
2021-08-30,52348.7774250797,31745.177098225486,69615.58853724544,41491.565570452665,17306.74254479967,31176.71252901214,1693935.8159033705,826619.4380946511,-0.7815522341949103,0,210708.5696525027,91295.09073344643,124620.84839667387,55599.62006190575,0.0,68064.46328253794
2021-09-06,0.0,52445.47712890608,0.0,103241.51588468924,21592.585877604033,24044.7816233369,1245357.4285806112,949775.8208518226,2.285814702352064,1,131524.80187157544,80845.32097511459,55098.71921207147,102671.33711884172,0.0,49690.979401966375
2021-09-13,0.0,99102.31496979903,43643.296264350676,0.0,17199.418588715733,16969.865005546788,923201.0591898125,890794.6077740628,1.6687994515449198,0,81302.1346845498,85156.09757888554,56057.93330121223,35513.08235148174,0.0,32739.899213243356
2021-09-20,95171.02769493424,44549.54304659505,120906.89850779342,32575.136333241113,16858.793368053477,22389.803669573284,2202774.338847844,816452.7430866861,0.29211045794297447,0,268625.9172778523,164605.9659539517,180634.8376243445,76436.54931196112,0.0,80969.83750812688
2021-09-27,0.0,0.0,34083.710739379014,18083.130539410868,19443.846199014657,0.0,764705.7056312908,790888.1480578309,-0.5777264765673368,0,90853.23754773625,27854.20442316746,62168.353112690944,20708.170574729953,0.0,8732.910113905169
2021-10-04,0.0,0.0,0.0,21544.650380589228,20209.66273941547,36052.6173847725,857849.8602025654,795627.7421775744,-1.2262844127111685,0,87170.78724539661,9512.567866313111,46105.82880118785,21048.402439240883,0.0,42854.00261479027
2021-10-11,0.0,24730.46365048007,0.0,38899.9149260788,17152.39331328523,26070.360388764075,1254073.0284178255,863160.1586007552,-0.973565629164012,1,98945.37391218594,37488.84701914946,31197.91721259559,45401.14831521467,0.0,62435.387099732245
2021-10-18,0.0,0.0,20531.167385155222,0.0,18503.570564187143,17437.641242907557,1298457.9908980397,878418.8306509118,-2.0610338374340595,0,76283.96105661991,11343.394531770962,52018.814665427206,19605.180876749102,0.0,58015.918875278316
2021-10-25,73069.56559144807,0.0,23580.524872844173,19115.102616082615,18329.818838223156,107104.91996779482,1462444.834549183,998482.4759042766,-1.4849517680617175,0,178124.63603148036,2774.1800113742092,65020.609635890934,21683.083063635007,0.0,98636.1844737026
2021-11-01,81104.07915979679,36587.941217507054,0.0,0.0,21706.96501212899,75340.60302645266,1456092.1604197263,1132789.577723413,-1.029274347211514,0,203938.31308074776,53716.10434837809,26444.008214959886,7903.537089045549,0.0,94907.4419925246
2021-11-08,90438.16578552597,0.0,39253.10556209576,0.0,18160.750177968694,21245.743067230327,1692219.4090994303,1222089.5568744435,-1.423162634672708,1,251840.79697921043,18107.58515867113,89587.445726019,3355.961031952792,0.0,89734.3416035908
2021-11-15,109782.6381594772,29932.37099543894,0.0,31498.001087319597,27615.434717914774,33876.77875526209,2112846.0284417537,1492130.8552995266,0.2957516368357514,0,323252.91749748995,71104.48058942826,50319.63792756191,28114.238269598394,0.0,109394.83107201895
2021-11-22,152254.9051974824,0.0,0.0,29842.713801580616,21694.06845316926,18306.46687769148,3671705.0984947975,2099018.212625874,-0.531907674366512,1,601762.7970804026,36575.928911066694,32348.99208577916,80287.01213763111,0.0,159743.99359001257
2021-11-29,155249.13107987796,36757.46487660361,40338.73866996335,0.0,29112.551885567344,190215.26952886579,2514334.2809826536,1784058.4881868572,0.3724225505567348,0,382261.92394971533,97273.05398038887,120519.75806275512,19099.217199972176,0.0,164606.06210981248
2021-12-06,90711.82625026681,0.0,24625.64913968913,29464.469457361658,34453.79111466222,62467.984804583946,2184331.5973744323,2022641.7301142786,1.2228170226506567,0,338115.4743675713,25938.85636956932,107309.98543082995,36662.681896823044,0.0,138093.94989465005
2021-12-13,0.0,0.0,20277.018220198308,0.0,34195.79020433062,54772.78989145349,2728664.606898976,1964796.3584221504,-0.3436745124154142,0,420451.29387531854,8303.353022739278,127344.44990894376,17805.30526588269,0.0,169167.74543054102
2021-12-20,0.0,31569.590516766435,19111.58524489871,0.0,26699.377710751247,33554.02071326284,3665515.356055752,2984840.7035697564,-1.7303385641773221,2,527540.5084377301,115764.77772918456,158582.54750169325,8735.034446919073,0.0,201927.47955903606
2021-12-27,0.0,78899.8593789102,32860.99904218569,37319.89811559797,26718.879037653664,61322.93615374433,4267215.8299397845,2234486.734797545,0.13154700373168315,2,519505.02288282535,324458.7735229663,218969.08066482306,68840.40374521993,0.0,241225.44232305954
2022-01-03,0.0,36832.64323113242,26193.620424452343,27117.675827742267,23834.467196801445,23720.239446307314,4015918.1659342865,2547133.9894532384,1.6420468178829408,0,432408.00580164633,269373.60270556173,210056.48587128887,84483.49046438513,0.0,195771.12914530464
2022-01-10,69512.43759129755,52007.30854616106,34043.697675972144,93130.23761192714,24450.142300016432,0.0,3075018.7692999765,2456683.331001571,0.6461706208435538,0,376131.2709705109,211385.9011597275,169256.45864110906,211214.3860302566,0.0,50393.771840289424
2022-01-17,66059.15902184375,0.0,0.0,19747.722515839516,45960.045084965255,0.0,3605111.6363489777,2399282.9586270167,0.01457007296140751,1,518917.83202935354,110015.15000490172,107989.48862651578,174370.15672537338,0.0,11941.609013664454
2022-01-24,84938.54759878365,61459.928842783665,14138.962437737315,57157.26646204188,23191.83057863006,25599.843966665776,3516046.6140619665,2231296.97273709,-1.2848913945275788,0,483308.14769658935,228410.88378003766,97059.75583574158,201276.33744685003,0.0,127450.20140985747
2022-01-31,0.0,0.0,0.0,15197.605172024687,27028.118239369138,0.0,4453476.111003165,2066307.4949456952,-2.5166508972270836,0,635506.4285844341,125069.03987975014,51997.93800126836,172754.51361526555,0.0,48621.677613317755
2022-02-07,0.0,0.0,0.0,30242.0694234242,24832.470536119825,41743.608209017424,2829086.8680165475,2215810.0074798954,-1.177088521425459,0,352926.93935477245,21712.82333865536,10798.227898747129,104752.69706677416,0.0,152969.76919156642
2022-02-14,219251.37138248293,46037.530174814434,18581.69012812233,19551.533808320593,20771.80526078895,30344.56774817124,3777984.96494621,2317916.6979723056,-0.13766534669297295,0,572439.2931690229,180868.94338602142,86811.64457169831,95652.7845909897,0.0,182038.73328160495
2022-02-21,55590.43610860377,91088.53117066315,0.0,31651.64833425995,26772.55009667197,16958.655545764956,2832502.1136000757,2165171.6369107296,-0.8875233123369596,1,416154.97230587504,244956.07371589378,22768.201319430915,80876.49669118664,0.0,107561.99405390873
2022-02-28,75785.14425036573,42710.73422922712,48328.02483443747,30485.635065732135,23649.227948637377,18027.36815996194,2335381.852825665,1957995.6934227245,-2.0974196622239214,0,331798.16518262395,168534.0137850093,123322.10665232618,67360.67030843602,0.0,80747.32031179695
2022-03-07,0.0,0.0,17325.8641244283,0.0,33401.767570126576,33580.79504653235,2173580.45900299,1995434.6385011338,-1.2547232732388558,0,311323.4262508375,69582.90985418097,101302.73899845075,26120.05981445148,0.0,105116.25500896784
2022-03-14,80648.44609752792,33763.39419460575,47086.06448420899,20892.959012849216,23899.67413524109,14180.55034689356,2113813.0343617857,1949413.7092218394,-1.076967485650554,0,303182.9535072132,94121.71100179346,134455.23557499828,30146.21804458074,0.0,74775.9150660494
2022-03-21,89955.0398549184,31999.601696852333,22696.949627188213,28720.67370947188,25139.194703474655,13984.270914742512,3035769.0988019607,1920608.4699190801,-0.7405663767326558,0,445079.1528873912,145168.61274982404,166583.1574908369,62291.00310519563,0.0,93646.7979490435
2022-03-28,69747.77234078645,48972.47246934991,464812.606596894,50590.53487312315,48027.60055276895,35276.03552583276,3242182.0115089365,2129564.814963201,1.5616299096595176,0,432813.0422907014,187324.03244901402,300192.05616069137,116924.01243206079,0.0,139907.4702496697
2022-04-04,92005.3014696657,0.0,65918.59971857865,0.0,44982.98877505771,59890.282983969395,3032314.184722213,2125822.7074625655,2.0899341793800774,0,431924.5491972975,67863.4232931033,284951.7525092902,45840.768330194536,0.0,166829.32483449212
2022-04-11,0.0,128315.07924154069,69892.92396822762,31250.540099151116,36042.044312431135,31326.81911679708,3164859.2126597078,2063194.327904457,2.1093752621669655,0,400287.9302264816,278573.1330076393,267827.43417367357,66107.39032879885,0.0,147030.3238098426
2022-04-18,0.0,44852.72286284004,77988.02286840975,22747.551793542007,32757.27682254507,0.0,2675820.2398806373,1982541.110326001,1.911185412960618,0,324957.18175018503,212268.57050248116,232849.37111662203,55929.36192209732,0.0,50918.97357219778
2022-04-25,113661.13065143929,38571.72901369522,70354.08450161757,46150.459284001605,21821.242047290965,13755.075993084105,2070270.9558963838,1755915.585580979,0.29746366594961265,0,278222.558274572,136396.4391793313,170724.17628391963,72234.4710794442,0.0,51968.896345779736
2022-05-02,109763.63138622642,63502.89938386733,22094.80481612185,166269.7779245972,30791.167612789635,16916.230139362313,3195351.231152088,1745667.642907056,0.5535544598703358,0,407037.3361115811,219072.77648453973,203227.3530820236,355182.34901367355,0.0,88369.19538432607
2022-05-09,0.0,133133.76314209093,17101.655720985564,0.0,38993.949988284185,0.0,2534498.3686186923,1676151.2756423508,0.18206573798714215,0,327788.84178095934,246958.70290555523,136751.6977308529,156314.32293944043,0.0,17947.23684952536
2022-05-16,62414.73651555523,116523.91985982112,33788.96742677289,27028.466975617735,38791.79749818778,15170.004254337002,2353490.643679342,1687677.1208014926,0.5681112702985653,0,306199.3184520741,233496.52548251092,130181.5335437158,104242.01556975662,0.0,57182.892474262284
2022-05-23,0.0,52410.29540862042,82023.32619954669,0.0,25967.2266442544,30211.45175162177,2996465.6942816707,1708277.3912799803,1.0267187124438797,0,360097.024722988,262092.77078382554,226653.09917559987,54797.31380679495,0.0,123450.96667720993
2022-05-30,93099.30758563659,67148.54394793531,81842.13323192582,52341.46047605233,31868.75320010502,79098.21731002245,2369024.3958051214,1684122.9130031478,1.0518520331809114,1,298299.6582676358,190966.92484647327,181143.24487753373,85377.8821357808,0.0,128014.68801914382
2022-06-06,176705.88270038777,0.0,180326.5615066397,77691.07198919794,33525.5148112988,0.0,2818522.2684520325,1518400.2281369944,-0.3833011741980487,0,389862.8577312256,113006.31091830744,246936.74379843054,184465.36051093013,0.0,85041.90326402853
2022-06-13,0.0,0.0,64523.923461653096,35189.25330858871,37122.14205596624,14910.149701343395,2280210.5852394155,1453095.9045662978,-0.7734440143320684,1,317831.96170150506,30035.306639989358,200216.75588663016,125435.14686328151,0.0,68820.20035273516
2022-06-20,0.0,0.0,16026.878891232967,0.0,19251.991930089498,17541.008116512403,2254399.8384317528,1351918.736193306,-1.561865591358125,1,310529.93922165286,7966.072043415734,176656.68396145603,55159.43663646843,0.0,78658.37522934013
2022-06-27,0.0,65968.52208652721,62807.42504396968,0.0,18453.333506397914,46516.00225009113,1937751.6164022184,1445305.307980701,0.055487303017269375,0,223566.1409834076,119743.1401584419,150774.8246224324,17228.117040533143,0.0,99657.78775265603
2022-07-04,0.0,65817.90081837443,15755.306549956718,0.0,18937.783808704746,33225.466450261156,1792972.7550773737,1268193.5887048235,-0.12606994335748023,1,176307.98837184085,142567.21769061527,112387.23998030767,6069.6084841572265,0.0,90859.07011722917
2022-07-11,94388.90403209325,133391.16419032772,32484.868660019143,152271.5863862889,18596.76580861952,14638.778659656635,1768167.4515388692,1303979.710560301,-0.3322611882801086,0,206518.501893569,163023.4641590853,94728.71502509901,156443.517118525,0.0,58279.37297347268
2022-07-18,84525.13241557575,45170.64564815817,17876.676400665838,0.0,20974.601709772964,13899.919553314137,1450572.9532563433,1288604.5622747706,0.3043434843048635,0,193473.05985969407,121187.24537924738,67656.30890020689,64766.51511543156,0.0,43078.34587036054
2022-07-25,315040.88021227584,0.0,26827.93148952605,40097.01832325009,19601.629184721805,13228.244939307022,2024486.8823515452,1193113.1584647023,-0.03562063762640253,0,308263.61357237806,83448.55574521657,100618.67530813601,93344.5112903879,0.0,56826.06971030495
2022-08-01,0.0,51976.547958709605,37805.04425084165,20544.077350681564,24086.589804906915,25564.8585032363,1547242.632240355,1112265.387989516,-0.16855467618868347,0,224067.7568180506,94408.93762150785,88067.89014729754,48590.287658229085,0.0,60203.16891896845
2022-08-08,86810.79086586775,0.0,22898.288098111527,26797.49850138322,27661.949082737538,31452.55240702676,1658251.4846521518,1157612.8520242004,1.5987713628579734,0,250328.53753091214,39059.172406956735,87182.89991374829,49207.247690948265,0.0,77117.12737307497
2022-08-15,0.0,71870.17708490982,72052.3889734,0.0,22198.10620850062,40861.97442865177,1875980.1115946155,1010167.2475839197,0.4501932566928087,0,256602.3184751392,129347.53687492272,135445.04426498828,20536.636291954215,0.0,92271.84208985754
2022-08-22,56341.126833378534,0.0,135883.25202512974,28011.597982248604,22411.910400749326,19012.474855100234,917229.2646128075,920222.9523571129,-0.022472236182324606,0,128574.21859015225,26292.06535257243,82088.89486130462,16461.225983923552,0.0,37574.03326787914
2022-08-29,0.0,0.0,14408.926817924304,32632.92263629536,24519.461755479315,0.0,1258123.653544376,811936.4401950432,-1.1465623416680837,0,174299.51894018226,10797.054869509977,100739.04644268237,33724.05313625855,0.0,16342.668015128073
2022-09-05,66594.67553644272,0.0,37229.05298128308,0.0,28740.680473461438,0.0,1010485.5373924745,786254.5234713597,-0.9295797622915262,1,150812.72312159158,2176.8288808762004,77617.7632724608,10777.215719635557,0.0,2300.22355594262
2022-09-12,57894.06118706111,50994.92866700784,33367.27104561076,49110.61354943803,25361.42648035269,0.0,1022073.4281131681,784314.5548939393,-0.5192334595713316,0,144178.99757448555,51592.06030469353,68192.75436074146,32278.753817586105,0.0,320.73769202316123
2022-09-19,0.0,0.0,26792.376631711486,0.0,35244.80019107178,35035.42442803844,909122.7317644401,792846.3478898593,-0.2631868987242144,0,119203.56360498669,15405.740979727336,56062.26995526954,11521.685105765697,0.0,42184.56613020458
2022-09-26,94889.02341607791,0.0,0.0,21753.722537706373,50948.63866211627,22121.627177750157,1022443.456589493,844665.8489528588,0.4523785516427009,0,153996.5908498584,4549.500639496284,32252.011681449912,16513.87146410343,0.0,45549.77863537006
2022-10-03,0.0,38532.90833877223,0.0,0.0,55646.34542944012,17024.78210456954,1416610.7627486498,850154.0726057325,-0.18781893490087442,0,195784.93663294488,59731.13649095731,16970.743814825393,8683.315163734032,0.0,55627.680936242825
2022-10-10,0.0,0.0,0.0,24574.22679034192,33254.151662598735,76725.05972714238,1238656.8146150159,876199.2847374353,-0.7899814418018998,1,150452.03830273502,15982.657253662352,4953.198452857352,17125.232365066367,0.0,82477.95348334475
2022-10-17,0.0,0.0,41854.30557109169,29885.331510948494,63210.15664793673,33223.679105202114,1384632.1951184461,967688.5340499559,-0.5142252577254303,0,132042.1302746679,4348.8675176159995,73564.39053723364,30508.369776131985,0.0,80793.37827762794
2022-10-24,0.0,36378.873547594965,25245.396677961624,0.0,64384.51159353698,36896.76957917703,1493371.8604528843,1141137.0845575877,0.6744754683436855,0,105337.45593589463,58675.633637226565,80919.06136034823,12520.008622229872,0.0,85356.99436845859
2022-10-31,0.0,43626.09517512774,0.0,31252.426599438746,61977.67858232087,74199.17102932453,1548476.7454444685,1383262.303141559,2.2337790405864677,0,75356.29723200327,95212.11739856849,38053.3164693652,30450.613239011014,0.0,103715.90102890093
2022-11-07,0.0,33542.181698664164,43003.515956811265,19680.29271018973,53492.074985767096,43562.17142276336,1892868.7595519922,1405334.0570812044,0.8390813982204294,1,58297.87928714219,111361.95988053389,114227.08217567886,35229.88993173838,0.0,117249.90759532098
2022-11-14,0.0,37768.67074553432,31246.371808313,20386.796344686492,39722.115355338676,28414.581825222584,2559345.226737109,1554107.9167860248,0.9077223217140563,0,48858.71048098406,161187.33702999805,162019.6081818952,48352.0758717111,0.0,141552.8557961244
2022-11-21,73768.53215139368,33589.682147649866,0.0,19336.303438831455,53516.06402171647,44767.04120067169,3194341.0443353346,2178058.478093325,0.01785741866492379,1,353290.1506314512,180326.40149205617,91848.62151288506,54464.875503567164,0.0,179539.63465345066
2022-11-28,0.0,0.0,18685.00206409997,0.0,41370.927089714234,51397.7610656806,3152259.3378998893,1871253.3477805916,1.1014121660556793,0,293638.07645719417,64111.278094488436,118254.25420491157,21543.40434882454,0.0,197880.026005386
2022-12-05,0.0,0.0,0.0,0.0,28278.49399218301,32672.664182924527,2338027.5378957214,1925892.299586262,0.33959532268605497,0,171287.65775529278,13261.719826799905,36811.41632146015,6327.703976360329,0.0,144386.55203691026
2022-12-12,0.0,39736.71324764753,0.0,0.0,23003.573691413516,63142.115456757114,2973563.945175131,2024897.3216917368,0.09219445379665034,0,145041.37943880362,141733.39864067282,15251.028074880918,2884.0096686471693,0.0,205614.2857425835
2022-12-19,188873.9852394585,0.0,73175.34413900337,0.0,21124.156429566603,47458.527589514684,3176197.151183119,2795680.141939379,0.8312337776345446,1,466001.4661609575,39356.362106067725,223392.35958382126,961.0185413779702,0.0,182999.1162314242
2022-12-26,91073.81828392314,0.0,41812.20692460834,46753.43486688425,18583.725208825723,24115.127375496104,3340482.393665242,2908309.4844444,0.7388574145103118,2,498272.16408501635,10248.656457515106,234155.32561673247,65053.21727323974,0.0,161398.08094544098
2023-01-02,69431.57603244644,0.0,20718.623217408407,18244.167121558312,16347.617862313693,20237.367876147382,3191555.6055598916,2274557.1545675294,-0.31064777659328735,1,487183.40734780685,2357.4531731830084,188732.62499656234,56007.214781203984,0.0,136099.6561005304
2023-01-09,62198.73739973437,63681.11897184415,36032.950364644596,17071.791809290204,18680.721452428676,0.0,3554226.239535621,2355551.662854333,-0.12075436991818772,0,522603.1604843384,214258.41920871372,217599.19737069937,53578.17751949131,0.0,42342.1380787022
2023-01-16,0.0,43794.01113962637,0.0,20041.949546634478,15792.388124400984,0.0,4906456.616862817,2584533.572284028,1.1878513987607362,1,703346.3037566452,329781.35925726726,159577.1178839423,81040.38803331526,0.0,10285.529955589629
2023-01-23,75712.03182462104,64679.08387465784,80492.50835717723,45606.997809960645,17183.96419234984,26752.18072382404,3607607.6689397353,2455511.0211476167,0.24466903721777788,0,477211.302226608,265328.85307440563,256520.42243067536,111072.44115681444,0.0,129833.11293737892
2023-01-30,0.0,37580.49599144057,48673.90885259848,0.0,30872.218825589523,0.0,4491892.546850527,2519419.4310617954,0.721466512234405,0,580279.0993918562,304094.2692670091,339031.2696529761,58056.5138871246,0.0,46964.21541644967
2023-02-06,99075.95031433298,0.0,31023.717162697892,49576.38952867974,32958.16742282809,29142.877746169375,3620907.253436183,2418651.898487293,0.2164788001259611,0,508101.15570521745,91989.7200571697,240532.2783903529,120942.5785444135,0.0,148431.22606289646
2023-02-13,0.0,36197.32943765647,38704.06313383149,25325.890387991774,32659.087390702258,14567.953697995988,2176246.10259984,2355387.121957535,0.06330197510459086,0,280223.3354884602,97590.26661199871,144589.73511488884,63309.40488391495,0.0,72606.91145472643
2023-02-20,129847.28798045962,187055.60502521406,108279.40722846302,0.0,38451.3038072155,18865.92206756921,3818547.513709455,2540937.6638563476,1.7133981072113798,1,510288.89658862696,387326.40207544283,304659.22906828055,39642.143495092925,0.0,125183.8721207347
2023-02-27,524676.8160639316,0.0,52903.10913488467,70379.99544696108,32851.708133268636,25726.247439441257,3220768.4534457535,2295366.0973480656,0.4857929261305838,0,463683.4642108675,211713.38051377094,240278.7247995851,139700.7913590919,0.0,122915.50376516704
