week,search_brand_spend,search_impression_share,search_is_censored,youtube_spend,meta_social_spend,meta_impressions,meta_ctr,meta_reach_daily_sum,ctv_spend,ctv_impressions,ctv_reach,amazon_retail_spend,amazon_impressions,amazon_sales14d,linear_tv_spend,tv_grps,revenue,settled
2021-03-22,32539.421613,0.6663,False,29744.587016,79438.92,4073791.0,0.012937335273213574,3200657.0,35238.84,1101214.0,387564.0,0.0,,,68615.82,16.3,2953977.2817534963,True
2021-03-29,21240.416576,0.6869,False,0.0,88465.17,4536675.0,0.01473810665300027,3515775.0,47917.93,1497435.0,396316.0,0.0,,,117242.55,27.9,2159350.144554545,True
2021-04-05,16564.952799,0.96,False,57846.563884,80317.51,4118846.0,0.01640265258764227,3178747.0,25765.0,805156.0,267991.0,28010.02,3295297.0,93998.79,0.0,,3006732.2391463704,True
2021-04-12,12723.504423,0.7975,False,66768.845142,269376.01,13814155.0,0.012651009055566554,10227434.0,44237.99,1382437.0,487741.0,0.0,,,365444.26,87.0,2533736.195868861,True
2021-04-19,15876.252467,0.8591,False,0.0,32684.8,1676144.0,0.01449159499422484,1361136.0,51289.6,1602800.0,490917.0,21091.06,2481301.0,68350.22,194634.73,46.3,2636636.938697854,True
2021-04-26,23095.570913,0.581,False,34215.869936,94645.13,4853596.0,0.015214698545161155,3824293.0,0.0,,,19359.34,2277570.0,63010.75,68032.94,16.2,2819154.131940917,True
2021-05-03,15559.055399,0.4821,False,121908.697346,39063.48,2003256.0,0.011985487626144636,1492701.0,59062.59,1845706.0,614090.0,29296.28,3446623.0,106016.54000000001,136569.19,32.5,4075560.327947864,True
2021-05-10,15505.755193,0.7478,False,34625.063873,35093.75,1799680.0,0.016182876955903272,1391000.0,0.0,,,38818.65,4566899.0,137876.82,94260.78,22.4,2375876.0933949193,True
2021-05-17,14915.81753,0.8202,False,0.0,43955.66,2254137.0,0.015829117751050625,1700753.0,40562.43,1267576.0,346753.0,18286.03,2151298.0,62509.619999999995,0.0,,2522035.1966254166,True
2021-05-24,16377.718086,0.6238,False,19151.898418,173690.54,8907207.0,0.015831562014894232,6754802.0,0.0,,,15427.59,1815008.0,52379.53,135570.05,32.3,1611135.0344428234,True
2021-05-31,29788.568286,0.2702,False,25298.241291,27682.91,1419637.0,0.014862249997710682,1099156.0,0.0,,,0.0,,,0.0,,2025546.9032083785,True
2021-06-07,34777.908292,0.8725,False,39783.479762,43339.91,2222559.0,0.013852050721713124,1728960.0,0.0,,,24995.92,2940697.0,83639.07,0.0,,2176009.191947444,True
2021-06-14,34571.883135,0.7728,False,20503.95336,40856.63,2095211.0,0.0154285177006039,1744570.0,0.0,,,0.0,,,0.0,,1831496.2124231723,True
2021-06-21,38930.828489,0.7371,False,0.0,0.0,,,,55219.66,1725614.0,572904.0,55587.25,6539679.0,196071.96,75090.11,17.9,1913782.738657097,True
2021-06-28,30885.542532,0.8648,False,12584.853691,38914.93,1995636.0,0.014745675062987438,1463013.0,0.0,,,17738.84,2086921.0,59934.76,0.0,,1524707.2495224378,True
2021-07-05,33741.775857,0.7703,False,28602.944958,0.0,,,,52251.15,1632849.0,388778.0,32959.1,3877540.0,107569.41,125445.45,29.9,2120260.4744547103,True
2021-07-12,19013.905963,0.6729,False,0.0,37236.52,1909564.0,0.015662213992304004,1408447.0,25266.55,789580.0,231501.0,43839.15,5157549.0,141780.3,0.0,,1492228.017330026,True
2021-07-19,19548.159958,0.8005,False,42796.337423,0.0,,,,69640.83,2176276.0,733370.0,17353.09,2041540.0,63904.14,65336.13,15.6,1724313.052624008,True
2021-07-26,28451.872823,0.7302,False,28958.08145,50525.1,2591032.0,0.012701116775091932,1956779.0,27263.79,851993.0,211797.0,29070.75,3420088.0,97618.93,161022.23,38.3,1639233.0101744717,True
2021-08-02,27746.688258,0.717,False,40439.079492,53607.73,2749113.0,0.012466930242590974,2149978.0,37309.44,1165920.0,314728.0,0.0,,,64207.84,15.3,1472178.2366086403,True
2021-08-09,16313.009728,0.8773,False,0.0,90186.61,4624954.0,0.01522934065938818,3537127.0,37359.87,1167496.0,293144.0,0.0,,,53976.9,12.9,1437912.8294523626,True
2021-08-16,17828.257286,0.627,False,0.0,35841.08,1838005.0,0.013151759652449259,1408376.0,0.0,,,0.0,,,0.0,,1263615.5840886666,True
2021-08-23,15924.056126,0.8548,False,48579.601082,36835.65,1889009.0,0.014773884084194411,1463139.0,28347.08,885846.0,285783.0,0.0,,,0.0,,1429749.1806782994,True
2021-08-30,17306.742545,0.7285,False,69615.588537,31745.18,1627958.0,0.011914312285697788,1273216.0,41491.57,1296611.0,496548.0,31176.71,3667850.0,106480.36,52348.78,12.5,1693935.8159033705,True
2021-09-06,21592.585878,0.6669,False,0.0,52445.490000000005,2689511.0,0.013474196610461902,2064804.0,103241.52,3226297.0,789572.0,24044.77,2828799.0,71949.27,0.0,,1245357.4285806112,True
2021-09-13,17199.418589,0.8755,False,43643.296264,99102.31,5082171.0,0.014919608175325073,3866108.0,0.0,,,16969.87,1996454.0,57020.96,0.0,,923201.0591898124,True
2021-09-20,16858.793368,0.7593,False,120906.898508,44549.54,2284591.0,0.014367560758140078,1727171.0,32575.14,1017973.0,291590.0,22389.81,2634094.0,76722.98,95171.03,22.7,2202774.338847844,True
2021-09-27,19443.846199,0.8613,False,34083.710739,0.0,,,,18083.13,565098.0,194428.0,0.0,,,0.0,,764705.7056312908,True
2021-10-04,20209.662739,0.7149,False,0.0,0.0,,,,21544.65,673270.0,252701.0,36052.630000000005,4241484.0,130805.44,0.0,,857849.8602025654,True
2021-10-11,17152.393313,0.7665,False,0.0,24730.46,1268230.0,0.015788934183862548,978706.0,38899.91,1215622.0,299446.0,26070.36,3067101.0,79193.04999999999,0.0,,1254073.0284178257,True
2021-10-18,18503.570564,0.5889,False,20531.167385,0.0,,,,0.0,,,17437.65,2051487.0,53793.42,0.0,,1298457.9908980397,True
2021-10-25,18329.818838,,True,23580.524873,0.0,,,,19115.1,597347.0,236742.0,107104.92,12600579.0,377943.95,73069.57,17.4,1462444.834549183,True
2021-11-01,21706.965012,0.7961,False,0.0,36587.94,1876305.0,0.015781549374968354,1463045.0,0.0,,,75340.6,8863600.0,253945.79,81104.08,19.3,1456092.1604197265,True
2021-11-08,18160.750178,0.5715,False,39253.105562,0.0,,,,0.0,,,21245.74,2499500.0,72591.5,90438.17,21.5,1692219.4090994303,True
2021-11-15,27615.434718,0.5525,False,0.0,29932.38,1534994.0,0.013445003693825513,1225220.0,31498.0,984313.0,258708.0,33876.77,3985503.0,125113.3,109782.64,26.1,2112846.0284417537,True
2021-11-22,21694.068453,0.8362,False,0.0,0.0,,,,29842.71,932585.0,260702.0,18306.45,2153703.0,58511.43,152254.91,36.3,3671705.0984947975,True
2021-11-29,29112.551886,0.7316,False,40338.73867,36757.46,1884998.0,0.015375082626082361,1407637.0,0.0,,,190215.27,22378268.0,693488.04,155249.13,37.0,2514334.2809826536,True
2021-12-06,34453.791115,0.8268,False,24625.64914,0.0,,,,29464.47,920765.0,328804.0,62467.99,7349174.0,225862.15,90711.83,21.6,2184331.5973744323,True
2021-12-13,34195.790204,0.8175,False,20277.01822,0.0,,,,0.0,,,54772.78,6443856.0,203241.68,0.0,,2728664.606898976,True
2021-12-20,26699.377711,0.7404,False,19111.585245,31569.59,1618953.0,0.011648886656993748,1200472.0,0.0,,,33554.01,3947533.0,117938.6,0.0,,3665515.356055752,True
2021-12-27,26718.879038,0.8412,False,32860.999042,78899.87,4046147.0,0.014312875928630373,3134072.0,37319.9,1166247.0,274990.0,61322.94,7214463.0,216774.45,0.0,,4267215.8299397845,True
2022-01-03,23834.467197,0.6474,False,26193.620424,36832.64,1888854.0,0.014661270802295996,1463031.0,27117.68,847427.0,221613.0,23720.23,2790618.0,79937.51,0.0,,4015918.1659342865,True
2022-01-10,24450.1423,0.6904,False,34043.697676,52007.31,2667042.0,0.01181046267737816,2046095.0,93130.24,2910320.0,944885.0,0.0,,,69512.44,16.6,3075018.7692999765,True
2022-01-17,45960.045085,0.4851,False,0.0,0.0,,,,19747.72,617116.0,243039.0,0.0,,,66059.16,15.7,3605111.6363489777,True
2022-01-24,23191.830579,0.7628,False,14138.962438,61459.93,3151790.0,0.016209836315236738,2362275.0,57157.27,1786165.0,462851.0,25599.85,3011747.0,86033.15,84938.55,20.2,3516046.6140619665,True
2022-01-31,27028.118239,0.7631,False,0.0,0.0,,,,15197.61,474925.0,111467.0,0.0,,,0.0,,4453476.111003165,True
2022-02-07,24832.470536,0.7875,False,0.0,0.0,,,,30242.07,945065.0,359263.0,41743.61,4911014.0,131510.65000000002,0.0,,2829086.8680165475,True
2022-02-14,20771.805261,0.9102,False,18581.690128,46037.53,2360899.0,0.015114581352273011,1854018.0,19551.53,610985.0,145869.0,30344.57,3569948.0,109624.51000000001,219251.37,52.2,3777984.96494621,True
2022-02-21,26772.550097,0.7738,False,0.0,91088.53,4671206.0,0.012861560804640172,3684122.0,31651.65,989114.0,234353.0,16958.65,1995137.0,58820.01,55590.44,13.2,2832502.1136000757,True
2022-02-28,23649.227949,0.5646,False,48328.024834,42710.73,2190294.0,0.01577505120317181,1692521.0,30485.64,952676.0,305027.0,18027.36,2120867.0,61807.95,75785.14,18.0,2335381.852825665,True
2022-03-07,33401.76757,0.7982,False,17325.864124,0.0,,,,0.0,,,33580.8,3950682.0,124577.6,0.0,,2173580.45900299,True
2022-03-14,23899.674135,0.7327,False,47086.064484,33763.39,1731456.0,0.014371719523915133,1300469.0,20892.96,652905.0,225030.0,14180.539999999999,1668300.0,48107.45,80648.45,19.2,2113813.0343617857,True
2022-03-21,25139.194703,0.6528,False,22696.949627,31999.61,1641005.0,0.012068214295507937,1278614.0,28720.67,897521.0,201933.0,13984.28,1645209.0,50883.54,89955.04,21.4,3035769.0988019607,True
2022-03-28,48027.600553,0.5017,False,464812.606597,48972.479999999996,2511410.0,0.013643730016206036,1834147.0,50590.53,1580954.0,435961.0,35276.020000000004,4150123.0,119392.1,69747.77,16.6,3242182.0115089365,True
2022-04-04,44982.988775,,True,65918.599719,0.0,,,,0.0,,,59890.28,7045916.0,215377.5,92005.3,21.9,3032314.184722213,True
2022-04-11,36042.044312,0.5503,False,69892.923968,128315.08,6580258.0,0.01499728430101069,4902446.0,31250.54,976579.0,326959.0,31326.82,3685508.0,106966.1,0.0,,3164859.212659708,True
2022-04-18,32757.276823,0.9098,False,77988.022868,44852.72,2300141.0,0.014288689258615015,1775605.0,22747.55,710861.0,248287.0,0.0,,,0.0,,2675820.2398806373,True
2022-04-25,21821.242047,0.4896,False,70354.084502,38571.73,1978038.0,0.014829340993449064,1487483.0,46150.46,1442202.0,429642.0,13755.07,1618245.0,46979.0,113661.13,27.1,2070270.955896384,True
2022-05-02,30791.167613,0.5396,False,22094.804816,63502.89,3256560.0,0.013602697324784436,2547219.0,166269.78,5195931.0,1993600.0,16916.239999999998,1990144.0,57103.63,109763.63,26.1,3195351.231152088,True
2022-05-09,38993.949988,0.5699,False,17101.655721,133133.75,6827372.0,0.012104364607641124,5053568.0,0.0,,,0.0,,,0.0,,2534498.3686186923,True
2022-05-16,38791.797498,0.732,False,33788.967427,116523.92,5975587.0,0.013558165917423677,4508712.0,27028.47,844640.0,214555.0,15170.0,1784705.0,50309.15,62414.74,14.9,2353490.643679342,True
2022-05-23,25967.226644,0.871,False,82023.3262,52410.3,2687706.0,0.01482528222952957,2102940.0,0.0,,,30211.46,3554288.0,107414.5,0.0,,2996465.6942816707,True
2022-05-30,31868.7532,0.7621,False,81842.133232,67148.54,3443515.0,0.014321703259605374,2694231.0,52341.46,1635671.0,545021.0,79098.2,9305672.0,282718.48,93099.31,22.2,2369024.3958051214,True
2022-06-06,33525.514811,0.5071,False,180326.561507,0.0,,,,77691.07,2427846.0,637167.0,0.0,,,176705.88,42.1,2818522.2684520325,True
2022-06-13,37122.142056,0.7892,False,64523.923462,0.0,,,,35189.25,1099664.0,289635.0,14910.15,1754136.0,49952.16,0.0,,2280210.5852394155,True
2022-06-20,19251.99193,0.6777,False,16026.878891,0.0,,,,0.0,,,17541.010000000002,2063649.0,58687.729999999996,0.0,,2254399.8384317528,True
2022-06-27,18453.333506,0.7355,False,62807.425044,65968.52,3382999.0,0.012519956405544312,2547579.0,0.0,,,46515.99,5472471.0,160282.31,0.0,,1937751.6164022184,True
2022-07-04,18937.783809,0.692,False,15755.30655,65817.91,3375277.0,0.01264162911666213,2541810.0,0.0,,,33225.45,3908879.0,108972.74,0.0,,1792972.7550773737,True
2022-07-11,18596.765809,0.9106,False,32484.86866,133391.17,6840573.0,0.012090653809264223,5098431.0,152271.59,4758487.0,1499771.0,14638.79,1722209.0,49531.66,94388.9,22.5,1768167.4515388692,True
2022-07-18,20974.60171,0.7314,False,17876.676401,45170.65,2316443.0,0.016012912901375083,1831098.0,0.0,,,13899.92,1635284.0,46358.29,84525.13,20.1,1450572.9532563433,True
2022-07-25,19601.629185,0.3534,False,26827.93149,0.0,,,,40097.02,1253032.0,417850.0,13228.25,1556265.0,45503.79,315040.88,75.0,2024486.8823515452,True
2022-08-01,24086.589805,0.8493,False,37805.044251,51976.56,2665466.0,0.013673406451254677,2136749.0,20544.08,642002.0,182466.0,25564.86,3007631.0,89620.65,0.0,,1547242.632240355,True
2022-08-08,27661.949083,0.6153,False,22898.288098,0.0,,,,26797.5,837422.0,212781.0,31452.55,3700300.0,100718.35999999999,86810.79,20.7,1658251.4846521518,True
2022-08-15,22198.106209,0.6609,False,72052.388973,71870.18,3685649.0,0.013277444488067095,2906110.0,0.0,,,40861.97,4807291.0,135864.58,0.0,,1875980.1115946155,True
2022-08-22,22411.910401,0.7618,False,135883.252025,0.0,,,,28011.6,875362.0,336147.0,19012.47,2236764.0,64785.65,56341.13,13.4,917229.2646128075,True
2022-08-29,24519.461755,0.6726,False,14408.926818,0.0,,,,32632.92,1019779.0,298368.0,0.0,,,0.0,,1258123.653544376,True
2022-09-05,28740.680473,0.5049,False,37229.052981,0.0,,,,0.0,,,0.0,,,66594.68,15.9,1010485.5373924744,True
2022-09-12,25361.42648,0.9275,False,33367.271046,50994.93,2615125.0,0.01499622388987142,2072553.0,49110.61,1534707.0,347728.0,0.0,,,57894.06,13.8,1022073.428113168,True
2022-09-19,35244.800191,0.5232,False,26792.376632,0.0,,,,0.0,,,35035.409999999996,4121815.0,115675.35,0.0,,909122.73176444,True
2022-09-26,50948.638662,0.6315,False,0.0,0.0,,,,21753.72,679804.0,238797.0,22121.64,2602544.0,77212.91,94889.02,22.6,1022443.456589493,True
2022-10-03,55646.345429,0.8541,False,0.0,38532.91,1976046.0,0.015548727104530967,1506976.0,0.0,,,17024.78,2002915.0,56431.31,0.0,,1416610.7627486498,True
2022-10-10,33254.151663,0.7561,False,0.0,0.0,,,,24574.23,767945.0,243208.0,76725.06,9026478.0,228472.97999999998,0.0,,1238656.814615016,True
2022-10-17,63210.156648,0.5692,False,41854.305571,0.0,,,,29885.33,933917.0,221517.0,33223.7,3908667.0,119624.56,0.0,,1384632.195118446,True
2022-10-24,64384.511594,0.6807,False,25245.396678,36378.869999999995,1865583.0,0.011806496950283102,1438347.0,0.0,,,36896.77,4340796.0,117347.16,0.0,,1493371.8604528843,True
2022-10-31,61977.678582,0.6681,False,0.0,43626.09,2237235.0,0.014570664235093764,1768412.0,31252.43,976638.0,337623.0,74199.16,8729313.0,247072.06,0.0,,1548476.7454444685,True
2022-11-07,53492.074986,0.7189,False,43003.515957,33542.2,1720113.0,0.013972337863849642,1313450.0,19680.29,615009.0,140440.0,43562.18,5124961.0,149234.59999999998,0.0,,1892868.759551992,True
2022-11-14,39722.115355,0.515,False,31246.371808,37768.68,1936854.0,0.014775507085201053,1462909.0,20386.8,637087.0,160078.0,28414.58,3342892.0,100663.74,0.0,,2559345.226737109,True
2022-11-21,53516.064022,0.6688,False,0.0,33589.68,1722547.0,0.01379875266103044,1336312.0,19336.3,604259.0,144948.0,44767.04,5266710.0,155518.27000000002,73768.53,17.6,3194341.0443353346,True
2022-11-28,41370.92709,0.3136,False,18685.002064,0.0,,,,0.0,,,51397.75,6046796.0,184531.06,0.0,,3152259.3378998893,True
2022-12-05,28278.493992,0.5458,False,0.0,0.0,,,,0.0,,,32672.67,3843843.0,115800.17,0.0,,2338027.5378957214,True
2022-12-12,23003.573691,0.7318,False,0.0,39736.71,2037781.0,0.014738580838667158,1569318.0,0.0,,,63142.11,7428484.0,230822.19,0.0,,2973563.945175131,True
2022-12-19,21124.15643,0.7324,False,73175.344139,0.0,,,,0.0,,,47458.520000000004,5583356.0,147870.88,188873.99,45.0,3176197.151183119,True
2022-12-26,18583.725209,0.7051,False,41812.206925,0.0,,,,46753.43,1461045.0,483244.0,24115.12,2837073.0,85036.63,91073.82,21.7,3340482.393665242,True
2023-01-02,16347.617862,0.9128,False,20718.623217,0.0,,,,18244.17,570130.0,176697.0,20237.36,2380866.0,66210.48,69431.58,16.5,3191555.6055598916,True
2023-01-09,18680.721452,0.7405,False,36032.950365,63681.119999999995,3265699.0,0.01339927531594308,2563627.0,17071.79,533493.0,120754.0,0.0,,,62198.74,14.8,3554226.239535621,True
2023-01-16,15792.388124,0.6361,False,0.0,43794.020000000004,2245846.0,0.012698555466403307,1647502.0,20041.95,626311.0,216330.0,0.0,,,0.0,,4906456.616862817,True
2023-01-23,17183.964192,0.5776,False,80492.508357,64679.08,3316876.0,0.012777987479785195,2565084.0,45607.0,1425219.0,515869.0,26752.18,3147316.0,83117.02,75712.03,18.0,3607607.6689397353,True
2023-01-30,30872.218826,0.564,False,48673.908853,37580.5,1927206.0,0.012722044244362045,1491224.0,0.0,,,0.0,,,0.0,,4491892.546850527,True
2023-02-06,32958.167423,0.7846,False,31023.717163,0.0,,,,49576.39,1549262.0,437041.0,29142.87,3428574.0,95417.56,99075.95,23.6,3620907.253436183,True
2023-02-13,32659.087391,0.856,False,38704.063134,36197.33,1856273.0,0.013140308564526876,1532050.0,25325.89,791434.0,205826.0,14567.960000000001,1713876.0,48413.78,0.0,,2176246.10259984,True
2023-02-20,38451.303807,0.6716,False,108279.407228,187055.61,9592595.0,0.013230622162199071,7296017.0,0.0,,,18865.91,2219522.0,61392.4,129847.29,30.9,3818547.513709455,True
2023-02-27,32851.708133,0.6769,False,52903.109135,0.0,,,,70380.0,2199375.0,739674.0,25726.25,3026616.0,85134.14,524676.82,124.9,3220768.4534457535,True
2023-03-06,27471.981103,0.6485,False,27521.76289,34606.29,1774680.0,0.012640025243987649,1385523.0,20633.56,644799.0,154267.0,81370.7,9573023.0,272638.1,167222.13,39.8,3204642.7093626256,True
2023-03-13,22884.702552,0.6007,False,0.0,143057.46,7336279.0,0.014791149573237333,5513022.0,79942.89,2498215.0,653531.0,24903.43,2929816.0,88014.65,161354.19999999998,38.4,3141177.5866468074,True
2023-03-20,24794.970429,0.7161,False,33613.742996,0.0,,,,147208.7,4600272.0,1026865.0,16334.17,1921669.0,52490.0,117914.3,28.1,4362335.770157558,True
2023-03-27,0.0,0.6554,False,0.0,73384.49,3763308.0,0.012931176507476933,2940324.0,32258.23,1008070.0,263708.0,37193.55,4375711.0,124574.75,63394.9,15.1,2778417.223793028,True
2023-04-03,14918.559688,0.6169,False,105060.141985,37395.98,1917742.0,0.012573119846152402,1540819.0,78477.34,2452417.0,752158.0,0.0,,,0.0,,3515750.188893036,True
2023-04-10,18915.504132,0.6888,False,66512.793825,0.0,,,,31301.36,978167.0,384189.0,15698.4,1846871.0,55980.369999999995,231053.5,55.0,2579193.415893747,True
2023-04-17,22570.197459,0.7548,False,49343.659865,94309.0,4836358.0,0.01542193526616516,3788545.0,38482.45,1202577.0,277485.0,0.0,,,68038.5,16.2,2405101.233388297,True
2023-04-24,12814.022939,0.6265,False,0.0,28364.06,1454567.0,0.014296350735304733,1079079.0,32574.09,1017940.0,334210.0,17922.07,2108479.0,62373.19,78031.09999999999,18.6,1898289.9086392624,True
2023-05-01,0.0,,True,59977.706191,147736.91,7576253.0,0.013785706469939691,5835349.0,44997.83,1406182.0,443175.0,0.0,,,84795.0,20.2,2767510.3421111926,True
2023-05-08,13432.210007,0.7449,False,20127.389454,45103.61,2313008.0,0.013444830281607327,1775938.0,22561.02,705032.0,171453.0,0.0,,,80195.7,19.1,1912674.150245937,True
2023-05-15,13811.94357,0.5896,False,0.0,0.0,,,,66272.88,2071028.0,470360.0,34644.04,4075770.0,125070.31,0.0,,2199408.71544859,True
2023-05-22,20516.495386,0.5719,False,41249.079034,59983.81,3076094.0,0.013479106945366429,2387703.0,0.0,,,0.0,,,0.0,,2792740.379100389,True
2023-05-29,30464.254333,0.6974,False,0.0,45473.18,2331957.0,0.016237006085446686,1799083.0,33752.87,1054777.0,290429.0,53715.79,6319504.0,178119.66,189789.4,45.2,2356754.1513447315,True
2023-06-05,26758.266087,0.6165,False,41322.316,0.0,,,,85863.77,2683243.0,645164.0,29523.83,3473392.0,104816.41,0.0,,2615698.458725461,True
2023-06-12,21268.182341,,True,18139.017925,53573.950000000004,2747382.0,0.014105064384930819,2093170.0,37829.27,1182165.0,320216.0,18203.3,2141567.0,64029.64,119275.3,28.4,2515429.008390309,True
2023-06-19,18025.524032,0.9305,False,17206.995143,43673.19,2239651.0,0.01324983222832486,1728114.0,0.0,,,21108.66,2483370.0,64634.97,155779.2,37.1,1933477.0387174743,True
2023-06-26,19132.49079,0.6211,False,19340.129766,33694.2,1727908.0,0.014470099102498513,1296741.0,0.0,,,12705.09,1494718.0,46019.8,61158.1,14.6,1820856.0195179072,True
2023-07-03,21252.423493,0.6743,False,65641.499547,101866.43,5223919.0,0.015903960226029537,3985736.0,75262.9,2351966.0,609414.0,14716.94,1731405.0,51679.46,0.0,,1991898.1347850552,True
2023-07-10,33022.425763,0.9133,False,52940.147838,66795.64,3425418.0,0.011213813905339437,2707671.0,60542.64,1891957.0,626902.0,17877.46,2103230.0,64588.28,79790.7,19.0,2469140.3055537646,True
2023-07-17,32882.085135,0.845,False,50581.027945,58079.2,2978421.0,0.014767220617904588,2257758.0,22335.11,697972.0,170424.0,22001.629999999997,2588429.0,73780.08,278175.9,66.2,2037820.5019798256,True
2023-07-24,21553.291035,0.6948,False,15146.612551,28279.94,1450254.0,0.016025468642044773,1108963.0,70494.32,2202947.0,856525.0,0.0,,,0.0,,1153204.4128787003,True
2023-07-31,22543.878561,0.9822,False,51100.209262,0.0,,,,53669.8,1677181.0,403720.0,26616.31,3131330.0,102497.75,0.0,,1431088.3630225523,True
2023-08-07,18600.908035,0.6864,False,96211.712874,60136.51,3083923.0,0.012347260291518303,2318776.0,59220.06,1850627.0,555363.0,27696.96,3258467.0,95811.58,112599.59999999999,26.8,1398018.0260583896,True
2023-08-14,18681.822198,0.6367,False,36433.328965,33578.26,1721962.0,0.01274360293665017,1264451.0,0.0,,,15987.57,1880890.0,52835.07,99677.28,23.7,1325789.175374799,True
2023-08-21,0.0,0.5239,False,19318.561382,84721.19,4344676.0,0.012752159194379512,3405740.0,65018.79,2031837.0,609496.0,16840.5,1981236.0,54339.61,0.0,,2138515.247094148,True
2023-08-28,0.0,0.9706,False,17214.103523,65151.55,3341104.0,0.015636747613962332,2439873.0,23992.63,749770.0,204353.0,0.0,,,0.0,,1575260.7147769528,True
2023-09-04,13702.963785,0.8774,False,27875.552777,0.0,,,,19362.46,605077.0,197627.0,0.0,,,107547.05,25.6,1082745.889232349,True
2023-09-11,17890.362359,0.635,False,51789.559944,0.0,,,,0.0,,,12745.07,1499421.0,43849.92,77535.37,18.5,1248656.3989796378,True
2023-09-18,19024.874223,0.6305,False,31708.760357,0.0,,,,49941.46,1560671.0,509243.0,13781.25,1621324.0,45599.53,222011.4,52.9,1049158.5095119386,True
2023-09-25,17306.016578,0.7371,False,45152.355075,27290.47,1399513.0,0.01384695962095386,1079480.0,18708.38,584637.0,204735.0,18113.31,2130977.0,60537.5,85820.33,20.4,1308223.6533413243,True
2023-10-02,0.0,0.5875,False,31037.442329,0.0,,,,0.0,,,88758.53,10442181.0,320887.25,0.0,,1278765.3719726857,True
2023-10-09,12934.311038,0.7811,False,57894.282219,0.0,,,,59800.97,1868780.0,646430.0,31165.0,3666469.0,106744.45,60507.66,14.4,1396469.7918957798,True
2023-10-16,18733.365034,0.8186,False,58234.320622,0.0,,,,0.0,,,22706.57,2671362.0,76051.63,0.0,,1782722.5818849867,True
2023-10-23,16171.873981,,True,51751.383781,34745.89,1781841.0,0.013762731916035158,1412678.0,0.0,,,57381.740000000005,6750794.0,195863.34999999998,55590.82,13.2,1476731.468820802,True
2023-10-30,18426.728849,0.8906,False,18276.385092,0.0,,,,0.0,,,32263.68,3795729.0,105708.28,70580.82,16.8,1845785.0455308552,True
2023-11-06,34414.016854,0.8336,False,24543.813992,0.0,,,,67055.72,2095491.0,490970.0,46040.15,5416488.0,152161.99,63346.34,15.1,2154109.0617497093,True
2023-11-13,47434.116659,0.8206,False,0.0,58379.95,2993844.0,0.013340708467107838,2378636.0,0.0,,,101270.0,11914116.0,312117.06,53860.63,12.8,2075326.9115567163,True
2023-11-20,62407.256073,0.7588,False,48598.780344,0.0,,,,0.0,,,14440.02,1698828.0,50396.1,0.0,,3071144.8943409375,True
2023-11-27,50111.544369,0.8605,False,0.0,0.0,,,,0.0,,,20496.03,2411298.0,71977.75,0.0,,2251671.7525921636,True
2023-12-04,26226.112211,0.5409,False,0.0,59764.29,3064836.0,0.014750218282479062,2415264.0,16568.61,517769.0,122724.0,35506.16,4177195.0,111498.8,114780.51,27.3,2957659.734156597,True
